"Label (Grouping)","Census Tract 1, Suffolk County, Massachusetts!!Estimate","Census Tract 1, Suffolk County, Massachusetts!!Margin of Error","Census Tract 2.01, Suffolk County, Massachusetts!!Estimate","Census Tract 2.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 2.02, Suffolk County, Massachusetts!!Estimate","Census Tract 2.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 3.01, Suffolk County, Massachusetts!!Estimate","Census Tract 3.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 3.02, Suffolk County, Massachusetts!!Estimate","Census Tract 3.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 4.01, Suffolk County, Massachusetts!!Estimate","Census Tract 4.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 4.02, Suffolk County, Massachusetts!!Estimate","Census Tract 4.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 5.02, Suffolk County, Massachusetts!!Estimate","Census Tract 5.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 5.03, Suffolk County, Massachusetts!!Estimate","Census Tract 5.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 5.04, Suffolk County, Massachusetts!!Estimate","Census Tract 5.04, Suffolk County, Massachusetts!!Margin of Error","Census Tract 6.01, Suffolk County, Massachusetts!!Estimate","Census Tract 6.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 6.02, Suffolk County, Massachusetts!!Estimate","Census Tract 6.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 7.01, Suffolk County, Massachusetts!!Estimate","Census Tract 7.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 7.03, Suffolk County, Massachusetts!!Estimate","Census Tract 7.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 7.04, Suffolk County, Massachusetts!!Estimate","Census Tract 7.04, Suffolk County, Massachusetts!!Margin of Error","Census Tract 8.02, Suffolk County, Massachusetts!!Estimate","Census Tract 8.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 8.03, Suffolk County, Massachusetts!!Estimate","Census Tract 8.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 101.03, Suffolk County, Massachusetts!!Estimate","Census Tract 101.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 101.04, Suffolk County, Massachusetts!!Estimate","Census Tract 101.04, Suffolk County, Massachusetts!!Margin of Error","Census Tract 102.03, Suffolk County, Massachusetts!!Estimate","Census Tract 102.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 102.04, Suffolk County, Massachusetts!!Estimate","Census Tract 102.04, Suffolk County, Massachusetts!!Margin of Error","Census Tract 103, Suffolk County, Massachusetts!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Margin of Error","Census Tract 104.03, Suffolk County, Massachusetts!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 104.04, Suffolk County, Massachusetts!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Margin of Error","Census Tract 104.05, Suffolk County, Massachusetts!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Margin of Error","Census Tract 104.08, Suffolk County, Massachusetts!!Estimate","Census Tract 104.08, Suffolk County, Massachusetts!!Margin of Error","Census Tract 105, Suffolk County, Massachusetts!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Margin of Error","Census Tract 106, Suffolk County, Massachusetts!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Margin of Error","Census Tract 107.01, Suffolk County, Massachusetts!!Estimate","Census Tract 107.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 107.02, Suffolk County, Massachusetts!!Estimate","Census Tract 107.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 108.01, Suffolk County, Massachusetts!!Estimate","Census Tract 108.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 108.02, Suffolk County, Massachusetts!!Estimate","Census Tract 108.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 201.01, Suffolk County, Massachusetts!!Estimate","Census Tract 201.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 202, Suffolk County, Massachusetts!!Estimate","Census Tract 202, Suffolk County, Massachusetts!!Margin of Error","Census Tract 203.01, Suffolk County, Massachusetts!!Estimate","Census Tract 203.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 203.02, Suffolk County, Massachusetts!!Estimate","Census Tract 203.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 203.03, Suffolk County, Massachusetts!!Estimate","Census Tract 203.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 301, Suffolk County, Massachusetts!!Estimate","Census Tract 301, Suffolk County, Massachusetts!!Margin of Error","Census Tract 302, Suffolk County, Massachusetts!!Estimate","Census Tract 302, Suffolk County, Massachusetts!!Margin of Error","Census Tract 303, Suffolk County, Massachusetts!!Estimate","Census Tract 303, Suffolk County, Massachusetts!!Margin of Error","Census Tract 304, Suffolk County, Massachusetts!!Estimate","Census Tract 304, Suffolk County, Massachusetts!!Margin of Error","Census Tract 305, Suffolk County, Massachusetts!!Estimate","Census Tract 305, Suffolk County, Massachusetts!!Margin of Error","Census Tract 401, Suffolk County, Massachusetts!!Estimate","Census Tract 401, Suffolk County, Massachusetts!!Margin of Error","Census Tract 402, Suffolk County, Massachusetts!!Estimate","Census Tract 402, Suffolk County, Massachusetts!!Margin of Error","Census Tract 403, Suffolk County, Massachusetts!!Estimate","Census Tract 403, Suffolk County, Massachusetts!!Margin of Error","Census Tract 404.01, Suffolk County, Massachusetts!!Estimate","Census Tract 404.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 406, Suffolk County, Massachusetts!!Estimate","Census Tract 406, Suffolk County, Massachusetts!!Margin of Error","Census Tract 408.01, Suffolk County, Massachusetts!!Estimate","Census Tract 408.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 501.01, Suffolk County, Massachusetts!!Estimate","Census Tract 501.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 502, Suffolk County, Massachusetts!!Estimate","Census Tract 502, Suffolk County, Massachusetts!!Margin of Error","Census Tract 503, Suffolk County, Massachusetts!!Estimate","Census Tract 503, Suffolk County, Massachusetts!!Margin of Error","Census Tract 504, Suffolk County, Massachusetts!!Estimate","Census Tract 504, Suffolk County, Massachusetts!!Margin of Error","Census Tract 505, Suffolk County, Massachusetts!!Estimate","Census Tract 505, Suffolk County, Massachusetts!!Margin of Error","Census Tract 506, Suffolk County, Massachusetts!!Estimate","Census Tract 506, Suffolk County, Massachusetts!!Margin of Error","Census Tract 507, Suffolk County, Massachusetts!!Estimate","Census Tract 507, Suffolk County, Massachusetts!!Margin of Error","Census Tract 509.01, Suffolk County, Massachusetts!!Estimate","Census Tract 509.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 510, Suffolk County, Massachusetts!!Estimate","Census Tract 510, Suffolk County, Massachusetts!!Margin of Error","Census Tract 511.01, Suffolk County, Massachusetts!!Estimate","Census Tract 511.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 512, Suffolk County, Massachusetts!!Estimate","Census Tract 512, Suffolk County, Massachusetts!!Margin of Error","Census Tract 601.01, Suffolk County, Massachusetts!!Estimate","Census Tract 601.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 602, Suffolk County, Massachusetts!!Estimate","Census Tract 602, Suffolk County, Massachusetts!!Margin of Error","Census Tract 603.01, Suffolk County, Massachusetts!!Estimate","Census Tract 603.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 604, Suffolk County, Massachusetts!!Estimate","Census Tract 604, Suffolk County, Massachusetts!!Margin of Error","Census Tract 605.01, Suffolk County, Massachusetts!!Estimate","Census Tract 605.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 606, Suffolk County, Massachusetts!!Estimate","Census Tract 606, Suffolk County, Massachusetts!!Margin of Error","Census Tract 607, Suffolk County, Massachusetts!!Estimate","Census Tract 607, Suffolk County, Massachusetts!!Margin of Error","Census Tract 608, Suffolk County, Massachusetts!!Estimate","Census Tract 608, Suffolk County, Massachusetts!!Margin of Error","Census Tract 610, Suffolk County, Massachusetts!!Estimate","Census Tract 610, Suffolk County, Massachusetts!!Margin of Error","Census Tract 611.01, Suffolk County, Massachusetts!!Estimate","Census Tract 611.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 612, Suffolk County, Massachusetts!!Estimate","Census Tract 612, Suffolk County, Massachusetts!!Margin of Error","Census Tract 701.01, Suffolk County, Massachusetts!!Estimate","Census Tract 701.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 702, Suffolk County, Massachusetts!!Estimate","Census Tract 702, Suffolk County, Massachusetts!!Margin of Error","Census Tract 703, Suffolk County, Massachusetts!!Estimate","Census Tract 703, Suffolk County, Massachusetts!!Margin of Error","Census Tract 704.02, Suffolk County, Massachusetts!!Estimate","Census Tract 704.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 705, Suffolk County, Massachusetts!!Estimate","Census Tract 705, Suffolk County, Massachusetts!!Margin of Error","Census Tract 706, Suffolk County, Massachusetts!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Margin of Error","Census Tract 707, Suffolk County, Massachusetts!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Margin of Error","Census Tract 708, Suffolk County, Massachusetts!!Estimate","Census Tract 708, Suffolk County, Massachusetts!!Margin of Error","Census Tract 709, Suffolk County, Massachusetts!!Estimate","Census Tract 709, Suffolk County, Massachusetts!!Margin of Error","Census Tract 711.01, Suffolk County, Massachusetts!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 712.01, Suffolk County, Massachusetts!!Estimate","Census Tract 712.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 801, Suffolk County, Massachusetts!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Margin of Error","Census Tract 803, Suffolk County, Massachusetts!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Margin of Error","Census Tract 804.01, Suffolk County, Massachusetts!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 805, Suffolk County, Massachusetts!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Margin of Error","Census Tract 806.01, Suffolk County, Massachusetts!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 808.01, Suffolk County, Massachusetts!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 809, Suffolk County, Massachusetts!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Margin of Error","Census Tract 810.01, Suffolk County, Massachusetts!!Estimate","Census Tract 810.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 811, Suffolk County, Massachusetts!!Estimate","Census Tract 811, Suffolk County, Massachusetts!!Margin of Error","Census Tract 812, Suffolk County, Massachusetts!!Estimate","Census Tract 812, Suffolk County, Massachusetts!!Margin of Error","Census Tract 813, Suffolk County, Massachusetts!!Estimate","Census Tract 813, Suffolk County, Massachusetts!!Margin of Error","Census Tract 814, Suffolk County, Massachusetts!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Margin of Error","Census Tract 815, Suffolk County, Massachusetts!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Margin of Error","Census Tract 817, Suffolk County, Massachusetts!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Margin of Error","Census Tract 818, Suffolk County, Massachusetts!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Margin of Error","Census Tract 819, Suffolk County, Massachusetts!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Margin of Error","Census Tract 820, Suffolk County, Massachusetts!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Margin of Error","Census Tract 821, Suffolk County, Massachusetts!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Margin of Error","Census Tract 901, Suffolk County, Massachusetts!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Margin of Error","Census Tract 902, Suffolk County, Massachusetts!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Margin of Error","Census Tract 903, Suffolk County, Massachusetts!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Margin of Error","Census Tract 904, Suffolk County, Massachusetts!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Margin of Error","Census Tract 906, Suffolk County, Massachusetts!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Margin of Error","Census Tract 907, Suffolk County, Massachusetts!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Margin of Error","Census Tract 909.01, Suffolk County, Massachusetts!!Estimate","Census Tract 909.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 910.01, Suffolk County, Massachusetts!!Estimate","Census Tract 910.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 911, Suffolk County, Massachusetts!!Estimate","Census Tract 911, Suffolk County, Massachusetts!!Margin of Error","Census Tract 912, Suffolk County, Massachusetts!!Estimate","Census Tract 912, Suffolk County, Massachusetts!!Margin of Error","Census Tract 913, Suffolk County, Massachusetts!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Margin of Error","Census Tract 914, Suffolk County, Massachusetts!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Margin of Error","Census Tract 915, Suffolk County, Massachusetts!!Estimate","Census Tract 915, Suffolk County, Massachusetts!!Margin of Error","Census Tract 916, Suffolk County, Massachusetts!!Estimate","Census Tract 916, Suffolk County, Massachusetts!!Margin of Error","Census Tract 917, Suffolk County, Massachusetts!!Estimate","Census Tract 917, Suffolk County, Massachusetts!!Margin of Error","Census Tract 918, Suffolk County, Massachusetts!!Estimate","Census Tract 918, Suffolk County, Massachusetts!!Margin of Error","Census Tract 919, Suffolk County, Massachusetts!!Estimate","Census Tract 919, Suffolk County, Massachusetts!!Margin of Error","Census Tract 920, Suffolk County, Massachusetts!!Estimate","Census Tract 920, Suffolk County, Massachusetts!!Margin of Error","Census Tract 921.01, Suffolk County, Massachusetts!!Estimate","Census Tract 921.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 922, Suffolk County, Massachusetts!!Estimate","Census Tract 922, Suffolk County, Massachusetts!!Margin of Error","Census Tract 923, Suffolk County, Massachusetts!!Estimate","Census Tract 923, Suffolk County, Massachusetts!!Margin of Error","Census Tract 924, Suffolk County, Massachusetts!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1001, Suffolk County, Massachusetts!!Estimate","Census Tract 1001, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1002, Suffolk County, Massachusetts!!Estimate","Census Tract 1002, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1003, Suffolk County, Massachusetts!!Estimate","Census Tract 1003, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1004, Suffolk County, Massachusetts!!Estimate","Census Tract 1004, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1005, Suffolk County, Massachusetts!!Estimate","Census Tract 1005, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1006.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1006.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1006.03, Suffolk County, Massachusetts!!Estimate","Census Tract 1006.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1007, Suffolk County, Massachusetts!!Estimate","Census Tract 1007, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1008, Suffolk County, Massachusetts!!Estimate","Census Tract 1008, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1009, Suffolk County, Massachusetts!!Estimate","Census Tract 1009, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1010.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1010.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1010.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1010.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1011.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1011.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1011.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1011.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1101.03, Suffolk County, Massachusetts!!Estimate","Census Tract 1101.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1102.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1102.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1103.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1103.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1104.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1104.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1104.03, Suffolk County, Massachusetts!!Estimate","Census Tract 1104.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1105.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1105.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1105.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1105.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1106.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1106.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1106.07, Suffolk County, Massachusetts!!Estimate","Census Tract 1106.07, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1201.03, Suffolk County, Massachusetts!!Estimate","Census Tract 1201.03, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1201.04, Suffolk County, Massachusetts!!Estimate","Census Tract 1201.04, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1201.05, Suffolk County, Massachusetts!!Estimate","Census Tract 1201.05, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1202.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1203.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1204, Suffolk County, Massachusetts!!Estimate","Census Tract 1204, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1205, Suffolk County, Massachusetts!!Estimate","Census Tract 1205, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1206, Suffolk County, Massachusetts!!Estimate","Census Tract 1206, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1207, Suffolk County, Massachusetts!!Estimate","Census Tract 1207, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1301, Suffolk County, Massachusetts!!Estimate","Census Tract 1301, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1302, Suffolk County, Massachusetts!!Estimate","Census Tract 1302, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1303, Suffolk County, Massachusetts!!Estimate","Census Tract 1303, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1304.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1304.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1304.04, Suffolk County, Massachusetts!!Estimate","Census Tract 1304.04, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1304.06, Suffolk County, Massachusetts!!Estimate","Census Tract 1304.06, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1401.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1401.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1401.05, Suffolk County, Massachusetts!!Estimate","Census Tract 1401.05, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1401.06, Suffolk County, Massachusetts!!Estimate","Census Tract 1401.06, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1401.07, Suffolk County, Massachusetts!!Estimate","Census Tract 1401.07, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1402.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1402.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1402.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1402.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1403, Suffolk County, Massachusetts!!Estimate","Census Tract 1403, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1404, Suffolk County, Massachusetts!!Estimate","Census Tract 1404, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1601.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1601.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1602, Suffolk County, Massachusetts!!Estimate","Census Tract 1602, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1603, Suffolk County, Massachusetts!!Estimate","Census Tract 1603, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1604, Suffolk County, Massachusetts!!Estimate","Census Tract 1604, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1605.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1605.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1605.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1605.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1606.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1606.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1606.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1606.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1701, Suffolk County, Massachusetts!!Estimate","Census Tract 1701, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1702, Suffolk County, Massachusetts!!Estimate","Census Tract 1702, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1703, Suffolk County, Massachusetts!!Estimate","Census Tract 1703, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1704, Suffolk County, Massachusetts!!Estimate","Census Tract 1704, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1705.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1705.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1705.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1705.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1706.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1706.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1707.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1707.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1707.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1707.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1708, Suffolk County, Massachusetts!!Estimate","Census Tract 1708, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1801.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1801.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1802, Suffolk County, Massachusetts!!Estimate","Census Tract 1802, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1803.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1803.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1804, Suffolk County, Massachusetts!!Estimate","Census Tract 1804, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1805, Suffolk County, Massachusetts!!Estimate","Census Tract 1805, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9801.01, Suffolk County, Massachusetts!!Estimate","Census Tract 9801.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9803, Suffolk County, Massachusetts!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9807, Suffolk County, Massachusetts!!Estimate","Census Tract 9807, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9810, Suffolk County, Massachusetts!!Estimate","Census Tract 9810, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9811, Suffolk County, Massachusetts!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9812.01, Suffolk County, Massachusetts!!Estimate","Census Tract 9812.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9812.02, Suffolk County, Massachusetts!!Estimate","Census Tract 9812.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9813, Suffolk County, Massachusetts!!Estimate","Census Tract 9813, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9815.01, Suffolk County, Massachusetts!!Estimate","Census Tract 9815.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9815.02, Suffolk County, Massachusetts!!Estimate","Census Tract 9815.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9816, Suffolk County, Massachusetts!!Estimate","Census Tract 9816, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9817, Suffolk County, Massachusetts!!Estimate","Census Tract 9817, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9818, Suffolk County, Massachusetts!!Estimate","Census Tract 9818, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9901.01, Suffolk County, Massachusetts!!Estimate","Census Tract 9901.01, Suffolk County, Massachusetts!!Margin of Error"
"Total:","125","±112","111","±151","237","±176","0","±95","12","±48","85","±99","0","±95","133","±143","52","±82","0","±95","96","±74","87","±79","65","±68","0","±95","250","±153","674","±521","43","±48","51","±61","28","±32","106","±102","110","±97","39","±60","14","±23","46","±46","95","±84","56","±55","0","±95","62","±70","63","±69","1","±4","3","±6","0","±95","2","±4","0","±95","0","±95","0","±95","11","±24","9","±14","11","±17","95","±108","0","±95","12","±19","0","±95","0","±95","29","±34","0","±95","0","±95","0","±95","152","±162","411","±191","75","±53","55","±47","12","±18","20","±42","307","±187","297","±250","100","±138","96","±126","259","±203","0","±95","0","±95","22","±33","0","±95","21","±34","0","±95","196","±90","0","±95","103","±72","138","±80","0","±95","4","±9","69","±109","33","±51","26","±30","167","±133","184","±262","62","±59","132","±148","122","±90","212","±121","171","±107","92","±74","12","±19","98","±54","223","±139","100","±93","144","±93","34","±52","215","±123","124","±61","285","±192","510","±264","52","±54","92","±77","99","±79","239","±144","127","±106","105","±92","351","±150","290","±162","274","±106","151","±94","271","±181","188","±146","96","±91","93","±52","0","±95","237","±187","200","±95","198","±111","155","±79","754","±214","142","±105","545","±201","471","±215","194","±128","296","±193","395","±318","197","±115","129","±84","448","±214","406","±205","86","±57","49","±65","14","±23","238","±306","22","±36","17","±26","58","±91","57","±74","0","±95","75","±84","77","±81","10","±15","25","±41","525","±268","83","±62","170","±125","205","±120","204","±159","22","±25","112","±83","0","±95","31","±37","2","±5","19","±22","15","±17","189","±128","418","±274","169","±124","243","±150","116","±85","24","±38","155","±208","58","±83","83","±104","65","±92","137","±161","229","±148","284","±145","197","±97","29","±37","214","±208","128","±130","69","±59","117","±110","105","±65","303","±222","99","±120","37","±41","104","±93","292","±229","34","±52","186","±174","138","±131","438","±251","32","±35","176","±170","82","±93","169","±136","0","±95","305","±142","149","±131","529","±296","173","±133","206","±167","38","±44","0","±95","50","±60","38","±61","6","±13","0","±95","0","±95","0","±95","0","±95","0","±95","0","±95","33","±54","0","±95","13","±18","0","±95","0","±95","35","±53","0","±95"
