,"Census Tract 1009, Suffolk County, Massachusetts!!Estimate","Census Tract 1009, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1010.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1010.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1010.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1010.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1011.01, Suffolk County, Massachusetts!!Estimate","Census Tract 1011.01, Suffolk County, Massachusetts!!Margin of Error","Census Tract 1011.02, Suffolk County, Massachusetts!!Estimate","Census Tract 1011.02, Suffolk County, Massachusetts!!Margin of Error","Census Tract 9811, Suffolk County, Massachusetts!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Margin of Error"
0,681,±181,246,±196,233,±205,155,±91,141,±65,5,±7
1,288,±116,173,±173,195,±204,118,±78,72,±49,5,±7
2,105,±68,65,±90,12,±21,0,±13,22,±35,0,±13
3,208,±105,8,±20,26,±39,6,±9,47,±31,0,±13
4,9,±13,0,±19,0,±19,0,±13,0,±19,0,±13
5,26,±21,0,±19,0,±19,0,±13,0,±19,0,±13
6,45,±36,0,±19,0,±19,31,±50,0,±19,0,±13
